[2024-02-19 01:21:59,616][INFO] run.py:23   - Loading configurations from /home/dell/taoz/frameworks.ai.benchmarking.mlperf.submission.inference-submission-v4-0-4.0.1/closed/Intel/code/automation/config.yaml.
[2024-02-19 01:21:59,651][INFO] run.py:141  - Parsing args:
[2024-02-19 01:21:59,653][INFO] run.py:144  - args: Namespace(model='rnnt', implementation='pytorch-cpu', dtype='mix', dataset_dir='/home/dell/taoz/data/rnnt/mlperf-rnnt-librispeech', model_dir='/home/dell/taoz/data/rnnt/mlperf-rnnt-librispeech', output='/home/dell/taoz/data/rnnt/output_numablance0_htOn', container_name_suffix='_v4-0-4.0.1', performance_only=True, accuracy_only=False, offline_only=False, server_only=True, compliance_only=False, skip_docker_build=True, skip_create_container=False, skip_data_preprocess=False, ci_run=False)
[2024-02-19 01:21:59,654][INFO] run.py:281  - Collecting environment information on baremetal.
[2024-02-19 01:21:59,767][INFO] run.py:294  - User skipped docker build.
[2024-02-19 01:22:01,648][INFO] run.py:299  - ===== Using docker image: sha256:149dd3835d9e =====
[2024-02-19 01:22:01,649][INFO] run.py:243  - Launching docker container for rnnt.
[2024-02-19 01:22:01,756][INFO] run.py:258  - Successfully launched container: c23a272f2bc5 for image: sha256:149dd3835d9e
[2024-02-19 01:22:01,756][INFO] run.py:308  - ===== Running workloads in container: c23a272f2bc5 =====
[2024-02-19 06:22:02,742][INFO] common.py:17    - Executing bash commands: export CONTAINER_MODEL_DIR=/data/mlperf_data/rnnt && export CONTAINER_DATA_DIR=/opt/workdir/code/rnnt/pytorch-cpu/mlperf-rnnt-librispeech && export CONTAINER_CODE_DIR=/opt/workdir/code/rnnt/pytorch-cpu && export CONTAINER_OUTPUT_DIR=/output && export CONTAINER_COMPLIANCE_SUITE_DIR=/opt/workdir/code/rnnt/pytorch-cpu/inference/compliance/nvidia && export MODEL=rnnt && export IMPL=pytorch-cpu && export DTYPE=mix && export ci_run=0 && cd ${CONTAINER_CODE_DIR} && SKIP_BUILD=1 STAGE=2 SETUP_ONLY=yes bash ${CONTAINER_CODE_DIR}/run.sh 2>&1 | tee ${CONTAINER_OUTPUT_DIR}/preproc_${MODEL}_${IMPL}_${DTYPE}.log
[2024-02-19 01:22:02,742][INFO] run.py:338  - Loading configurations from config.yaml.

[2024-02-19 01:22:02,742][INFO] run.py:338  - Parsing args:

[2024-02-19 01:22:02,742][INFO] run.py:338  - args in container: Namespace(accuracy=False, cirun=False, compliance=False, dtype='mix', implementation='pytorch-cpu', model='rnnt', offline=False, performance=True, prepare=True, sensors=True, server=True)

[2024-02-19 01:22:02,743][INFO] run.py:338  - Collecting environment information in container.

[2024-02-19 01:22:02,743][INFO] run.py:338  - Exporting environment variables.

[2024-02-19 01:22:02,743][INFO] run.py:338  - ===== Preprocessing for rnnt =====

[2024-02-19 01:22:02,743][INFO] run.py:338  - [2024-02-19 06:22:02,742][INFO] common.py:17    - Executing bash commands: export CONTAINER_MODEL_DIR=/data/mlperf_data/rnnt && export CONTAINER_DATA_DIR=/opt/workdir/code/rnnt/pytorch-cpu/mlperf-rnnt-librispeech && export CONTAINER_CODE_DIR=/opt/workdir/code/rnnt/pytorch-cpu && export CONTAINER_OUTPUT_DIR=/output && export CONTAINER_COMPLIANCE_SUITE_DIR=/opt/workdir/code/rnnt/pytorch-cpu/inference/compliance/nvidia && export MODEL=rnnt && export IMPL=pytorch-cpu && export DTYPE=mix && export ci_run=0 && cd ${CONTAINER_CODE_DIR} && SKIP_BUILD=1 STAGE=2 SETUP_ONLY=yes bash ${CONTAINER_CODE_DIR}/run.sh 2>&1 | tee ${CONTAINER_OUTPUT_DIR}/preproc_${MODEL}_${IMPL}_${DTYPE}.log

[2024-02-19 01:33:54,326][INFO] run.py:338  - run_clean.sh: line 1: /sys/devices/system/cpu/intel_pstate/no_turbo: No such file or directory

[2024-02-19 01:33:54,327][INFO] run.py:338  - run_clean.sh: line 2: sudo: command not found

[2024-02-19 01:33:54,327][INFO] run.py:338  - run_clean.sh: line 4: /sys/devices/system/cpu/intel_pstate/min_perf_pct: No such file or directory

[2024-02-19 06:34:01,522][INFO] common.py:17    - Executing bash commands: export CONTAINER_MODEL_DIR=/data/mlperf_data/rnnt && export CONTAINER_DATA_DIR=/opt/workdir/code/rnnt/pytorch-cpu/mlperf-rnnt-librispeech && export CONTAINER_CODE_DIR=/opt/workdir/code/rnnt/pytorch-cpu && export CONTAINER_OUTPUT_DIR=/output && export CONTAINER_COMPLIANCE_SUITE_DIR=/opt/workdir/code/rnnt/pytorch-cpu/inference/compliance/nvidia && export MODEL=rnnt && export IMPL=pytorch-cpu && export DTYPE=mix && export ci_run=0 && cd /opt/workdir/code/rnnt/pytorch-cpu &&  pwd &&  SCENARIO=Server PRO_BS=4 BS=128 LEN=8 RESPONSE=9 QOS=233500 WARMUP=3 bash ./launch_sut.sh  
[2024-02-19 01:34:01,522][INFO] run.py:338  - Elapsed time: 591.4791345596313 sec.

[2024-02-19 01:34:01,522][INFO] run.py:338  - Completed preprocessing for model rnnt.

[2024-02-19 01:34:01,522][INFO] run.py:338  - Skipped rnnt/pytorch-cpu/mix/Offline.

[2024-02-19 01:34:01,522][INFO] run.py:338  - Skipped rnnt/pytorch-cpu/mix/Server/accuracy.

[2024-02-19 01:34:01,522][INFO] run.py:338  - ===== Performing rnnt/pytorch-cpu/mix/Server/performance =====

[2024-02-19 01:34:01,522][INFO] run.py:338  - Sleep 120 seconds.

[2024-02-19 01:34:01,522][INFO] run.py:338  - Clearing cache and setting environment parameters...

